site_id,frequency
aa0c6dc9,211
aad25774,1617
ae9652d0,201
aee46e1b,12
b1033db4,5
b228c084,2
b2b1a959,954
b2cc98bb,584
b2d8b013,1073
b2f3f1b5,1
b337036a,1
b349c9b1,1
b39f8aad,15
b41122f3,1
b4fd57f4,137
b5122e27,149
b554a32a,20256
b74a1621,89
b7e36d57,105
ba7c22fe,1
ba85e0e9,143
be54cd09,256
bfc04b95,1647
c0621036,2
c0a00bd7,249
c0d83cac,17
c1291ce4,27
c12ebe86,204
c1cdf081,34
c21df24f,17791
c2268426,1
c304a16c,570
c3efd2a8,1103
c455a7ff,1144
c45f7d5c,3
c6803105,1
c96057c1,18775
c9ffd7fe,126
cb08fe33,9
cc442b93,1
ce1f03a2,925
ce64f91f,502
cebbad91,189
d0460c2d,9
d0855fde,3
d30b343e,15
d35aa4c6,39
d391a330,59
d41091b3,8
d6137915,233281
d61be5d4,13
d7bd1b5a,44
d7d01954,139
d89cc067,65
d9fd1d8e,1
daff3208,1068
db5e3461,20
dc2babb4,399
dcccf40b,31
dcf3f51f,6
de0c98d6,21
e02b4cf4,43
e146127d,2
e149eb68,12166
e1bde2a5,5
e2cfc2b9,3
e2e46518,146
e4cbbaa6,49
e5097003,197
e5c60a05,179039
ea538737,8
ea67f612,13
eaed69ea,15
ec47f32a,26446
ed731771,571
ed9fdeb2,1
eda8f693,143
ee5e6d07,1
ee61a894,2
ee95f85e,6
ef007d39,10
f063acdd,388
f17ebd97,7018
f3e83a66,21
f4a56989,1
f4c83917,147
f5a63d35,13
f5e50bdd,388
f5ed5386,108
f6aaa1ba,181
f793fd01,1
f838cba0,53
f86ed51c,36
f964f357,37
f9c17902,25
fa293e12,55
faf9c1c2,30837
fb021a56,32
fc11c27f,2
fca75d2a,4
fd309fe8,2262
fe8ea44c,5
009f04fc,6
012dc57b,8
015cc1dc,61
02b7845d,1
0368b47e,2
05ef938b,1
05fbcae6,5
06d770c0,9
07a1859b,7
07d8e495,380
07de1d4f,5
0920c555,15795
09fde221,336
0aab7161,15870
0ab39fc1,79
0b6e967a,9
0bc8a011,75
0bd6c1a2,1
0c2fe9d6,32968
0c521fa2,17
0c8188c6,251
0d0207b0,80
0d781900,1672
0e1aa28a,3192
100b867d,5
11944c42,2730
14789796,111
152b207d,3
15941585,20724
16653867,28
1709fc63,236
17176773,115
175890c0,3
18560bcd,98
18b71f5f,1
194e49f0,5
1a599994,3
1a91259b,52
1b6c2c7c,10
1ba0784b,31
1bb7ca3c,4
1bd4bac0,178
1be75e5b,165
1d312d71,1
1ed0fa5f,290
1f06c799,141
1fb53cd7,1
1fd856c3,68
204d86d6,280
20c4e9a9,277
20cd9091,30
20e59b68,3
23ee9b74,243
24e88a6f,98
25d905da,32
25e5c4b8,2282
25ed8d71,1084
274b17ce,22
28e62e0c,141
2b5a3840,374
2b8e96f4,1
2bf73376,7
2c1fc879,127
2c5cbda8,3
2cd72bd9,2
2d196ddb,1
2de2ca76,1
2eac6850,26
2fa16878,85
303f11fb,200
3040e684,13
31a3a97f,456
325a8a1e,365
3275b312,445
32a11919,2
3393ee37,2
349dc3bd,3
35c393ae,6
36209a2e,3
3644875a,597
36717516,149
3685871a,2
37690f42,25
37aba7aa,168
37ecc00c,3
397808ec,1325
39b54c66,185
3a2ab3d3,65
3af745f2,2435
3d88bdd0,2369
3d914d70,261
3ef1bb77,888
4002bd83,3
4039fe98,79
410cb839,2
41197d34,532
41289b22,1
41477778,11349
42f13d24,7
43726094,3
4383281f,1
43999cb9,5544
447c7b07,1257
44a77b23,1
44a9cf9c,9
45a2ea01,2
46d499a8,1070
46e56230,337
47a12efe,33
49a8f906,5
4b2bea90,4
4b6c0684,640
4dd7fbed,13
4df56f9c,2
4e14d193,5
4e16b6bf,45
4e20988a,2
4e91d0c7,1
4f821507,116
4f9e91b8,1
4fbc249e,74
529a2583,4729
5372c54b,2
5374805d,1224
53bca8ee,3
5406b24a,10
544705b1,52
5688747d,105
586f5b14,1676
5a070368,27
5a156514,2987
5b691580,1
5bf6b97a,12
5d221b0e,48
5f668008,118
5fba83f3,291
603e27e4,1
606692f4,39
62e4903e,4
6333e647,121
63978cce,12
6464aa9b,3
64be89a1,21
66489c79,5
669f6e65,1
69bc54b5,21325
6a649faf,20
6ac91893,39
6ac96722,181
6ad085f2,8
6d314536,1
6f31cc91,2
6f50ab51,2
7294ea0f,61764
72a56356,2638
7661ce17,81
76717b21,21
788d23ba,242
78ea3acc,1321
7a0f9a7f,16
7a3d5c34,1129
7a660ac1,2
7aec40a2,20954
7ba73402,7
7c568678,2
7d0e965c,151
7f1f9be6,1
801dfefb,32730
803ffc86,140
805d7074,5356
811c2c1d,6
81b8de02,179
81fc355f,12
830de250,1
8353a846,9
84730535,266
8566047c,4
860d1dfd,3
8708b3f1,1
88272e04,113
89a490f5,95471
8ad08b12,3922
8e4282fc,699
90c85c78,68
91012c3d,814
9148eb3f,2674
92504276,214
92d82c17,223
930026a7,5
95b665e0,170
974ee2b6,1
978ac369,128
99474d72,421
9a7bf311,2
9b971c93,7773
9e2f1ce6,4
9e4c1a16,1754
9f9372ab,3
a01cbd7c,19
a033dc5b,396
a05cf1fa,25
a0d2d4e4,697
a158f0e3,11
a26d1be9,4
a4316f97,129
a5f2b197,77
a6086a9a,89
a67668f6,2
a72f94e9,170
a7ecf232,5
a9171204,1
a9731e7b,9
aaca6ef0,1
ab0e101b,310
ad61648c,3323
adf4e19b,25
afbc66be,806
b0c44dfd,91
b1563d59,5
b2abd9cf,392
b31f43fb,3
b54a1de3,10
b59f88e0,1759
b6959e87,3
b7f33137,248
b8561528,858
b87f11a1,2905
ba6c11e4,1
bb2a40a8,3
bb33b20a,3
bebc2785,244
bf21acac,390
bf9254bb,15
bfec68aa,22
c017ee70,1
c36224b6,9005
c3ea505e,1
c44e8ca3,97
c48770af,8
c52338a7,2313
c545a354,4118
c5906df1,22
c5c36545,2
c641f8d0,660
c80a1eb2,651
c8775dfc,6
c9dea231,6325
c9fbdc2b,1
ca63a68d,382
ca92d2e7,4
caa221e0,233
cb4408e7,1
cbe6572e,2576
cc3359c6,1
ccc2d85c,478
cd61f2dc,59
cda06066,2
cfaa957f,3
cfc5bb78,1380
cfdc2e51,3
d013bc46,6
d06ffed9,9
d1d3284e,3
d3009806,1
d4abfeb4,1646
d512fee9,9715
d60447aa,116
d8090e40,185
d90941d1,14
d9b90e3e,52
da3f6c75,171
da93a6fc,1
db49295e,333
dcc8211c,86
ddae5146,782
ddc88719,89
de849fbf,2932
df35621b,310
e1419bff,6021
e4479d07,1
e4663ea1,266
e4d8dd7b,259347
e6762d81,199
e8f4b555,18
e95d4722,5
eb31cc6e,95
ecd5c70e,1
ed239495,5
ed3b7dd1,1
ed6cea5c,152
eda28042,1
edf9ff15,343
f3de1b57,10
f437822f,146
f4a5b3f6,24
f4b44076,145
f56bdf01,1
f63cbdb9,1700
f84115c8,1
f8e4fab2,207
fb759404,1048
fbfbe4c5,2716
fce1bc4f,497
fe1ecf60,3
fe2addac,1
fe30bd60,18
feb07b6f,4
ff719d0c,175
fffe8e1c,226
01251c29,6
014428c1,940
02296256,155
023c7fa9,1
04ef538e,24
0549db02,47
05e73403,582
070ca277,2111
079325ff,1458
07a6ddcf,8
081c54c6,169
09604652,1022
09a7c5b6,15
0acc994f,11
0b3ad822,161
0da94452,2323
0dd25a07,46
105a43ae,225
1113a10c,608
123d0aa5,1
1247c69a,1
12547b38,511
12cf1d8e,63
140c60de,6
14eaf509,4
167e7e47,1
167f51f8,152
19b2f44f,3169
19b92c45,41
19bdf4e4,47
1b435564,126
1bf0f8d0,673
1caf5111,13
1d1c1b6f,4
1d1d2058,12
1e22855c,22
1e7573a2,35
1eae6ea9,2
203aea7a,1
219ac851,4
235ba823,45296
237ea186,2
23ed8405,73
241de594,43
245fc901,270
27c80e13,345
2910f0c2,11
29788251,2
2b683b75,286
2c5a0c0a,8
2cdfa4ac,76
2cf92acd,17
2d40dfd3,2
2d64c92f,198
2e46ce25,4
2fb3751e,1247
30f606d5,11
311607e4,516
315a8036,17
3281dc62,227
33061721,25
368fa802,1832
3715224f,509
373d4ad9,2
37975254,1
37dc1acc,6
3894eeaa,1
38df0c75,11
38f4081a,8628
391b8861,2913
3960784b,74
3a37d866,112
3a593b4c,6667
3a611802,273
3b9fa211,1
3cba8d1f,2
3e447381,524
3e54b7f8,1
3e81fcf1,6542
3f4e9394,243
3fca00b3,1
40594c10,3
41f09f12,16
439541de,1086
43a62a1f,215
442d1223,24
44b14d5d,221
450d6400,18371
4671e415,11
46748427,46
467ceca5,178
475fd1a9,53
47e7d61b,11
4adc4c18,1
4adf86b9,3669
4b19eaa3,1
4ba33bb6,1136
4bc53306,121
4bdfbbaf,6936
4bf5bbe2,148511
4c1ad36d,55
4e0dc0b0,1
4ecd1dbc,330
4f9caaa4,185
4feb6c85,2
507ac8f2,72
50ef921c,112
51565eb8,4
517d50bf,1534
5297c072,20
53cdb927,6560
558e8df6,51
559a8d87,6
55e8bb6a,72
5684a4cd,740
5684b3a9,14
57b9fafc,12
57ef2c87,310760
5b08c53b,913325
5b2dadcf,7
5bb98da5,1
5bdfd99c,750
5c446ec1,104
5d745871,1180
5daed544,2142
5e325703,150
5f1fdec7,3
5ff94cf9,2
60033d0e,1
61742004,5753
61e8f1fe,83
6252cc24,246
6400b70d,29
6437d8c3,5
64dca881,2
653f65e4,584
6683d740,1099
669b678c,48
67a28c2a,11
688b6706,34
68fd234f,535
69170ade,28
693037e9,5191
69ae1d2d,11
6aabd133,87
6ab9b810,6
6af982ca,2
6bb12014,8
6bbef274,5
6d20182b,1
6d592c60,1618
6e4efb2c,8394
6ecf2167,111
6ed57bea,465
6ef7fc09,29
6f611a97,1
6f7e73c7,22
6fcff501,34928
7026eb5f,82
716ad30e,3268
722b87d5,3
74310e80,115
748ec957,3
74904008,44
74fb2abe,7227
7597f7cb,5656
75d46769,29
765a0577,4327
76c76e82,1
76cff2c9,650
77286d1c,1
77b6bc0d,4
79800d86,2
7aa4945c,11
7aabb49e,5
7c602561,1
7c6d615f,52
7fd41718,35
80546fa9,2
80a88e95,8
80b90c11,74
833e83d2,69
856e6d3f,765891
8602e748,249
863360ea,1
87cb9492,221
886e07ee,1041
892553e7,33
898d6e48,5
8aa981db,55
8ab778a7,521
8d143005,61
8e2a6999,16
8e983a36,3516
8f465f90,12
90650879,14509
908077d6,2529
92ab22da,1878
93377b07,14829
936cd5b6,118
9514d716,16
95648451,810
97b91b99,56
98035a78,23
9a407f9b,5
9aef3962,8764
9c161acc,11
9d0080e3,14
9d419f12,26
9da30c48,3
9e2eda30,26
9ff0aadc,111
a16a4057,1
a2e3bdb0,27
a38dc379,22894
a4f6ee5e,1
a699a284,14
a7041082,164
a8a650f0,4
a8c88b36,14548
a9bb770f,8
aa3298fa,1396
ab8987c4,1
abcca5d0,314
abf90bbe,4
ac7b1ffb,24
acf813af,277
ad5e6ff3,1254
b15e894b,13588
b19b2131,1
b1c638b5,142
b1d08c2c,100
b2bfb9e4,1
b429e2fb,1083
b48199a9,102
b63f0981,17
b64656b1,3
b6fd3b03,34
b7251d46,47
b7aa40c1,1
b9b0dd1e,35
bac295ae,4
bb67bc6a,108
bc0b3593,1462
bc871218,1394
bc99730e,1
bd59bedd,13
bef58d89,19
bf34e4b5,205
bf979484,12
bf9bb43e,1
bfef9f08,1
c361e9ec,3
c440e2b7,1
c490bdd2,2
c613727f,24
c63170c5,51961
c658d21f,14
c69c2b3a,5200
c7295af2,8
c73cf8e3,12
c7a76cff,9
c7c875bb,147
c7cc4e75,1
c7fe2ca6,33
c8669bea,2
ca4ee4a4,94
ca76df43,252
ca8dff5d,4
caa04f32,1476
cada3cb9,547
cb6d5f0b,330
cb7d700e,89
cb809abf,3787
cd750ded,1160
cdd3448e,1992
cf3a1767,40027
d09262e6,21
d218b4b6,24
d31dbdc5,2136
d3431e03,2
d54b3c8e,1
d79f6cbb,74
d8592597,3598
d8d8519f,12
d8f4e9e8,2382
d9690732,26
d9aa7ed0,197
db085bce,13
dbabc4c0,201
dbf3f634,2847
dda591fe,488
de4d1469,2
debbc333,22
defb1844,28
e0e3a982,43
e1009964,21
e112b805,2
e2cfd966,4
e3edd4b8,3667
e4bc1a66,7
e4eb2141,106
e52d8db4,22
e6b409d0,167
e8e67c6b,3
e92d8be1,1
ebfe74f3,612
ec06f62c,1
ec1aa5a1,3460
ec3430d2,1
ecab04b5,1
eccc36f6,3928
ed0b2078,41
ee103e6e,31
ee8d68a8,52
f0153e6e,1
f05e6ed4,5
f1168845,2
f23ec8dd,57
f26f5edb,6
f2e89c50,1179
f3dc7e77,88
f5033286,492
f63249ec,1
f68fcd3c,198
f6c448a8,1
f83b8be0,344
f8b7b45a,189
fb3a43ab,389
fb93ca0d,807
fbef6cee,2209
fc05ea01,6
fc112a3d,45
fc67029b,1
fd5e76fb,2
fe1ffb33,23
fe2b7e28,3
fee8da23,151
fefe6fb9,2090
ff61c6a9,4251
ffa0a3ef,350
ffcb6b9a,7545
00564467,1
01e319df,2
050c1d7f,275
0528f7f9,5
05f9970b,1347
069ee5fb,3
06a0ac14,9991
06ae390d,109
06b8bc40,265
07a2fc4f,24
07e954e5,457
085baac9,5374
085ddd7c,1
08776f87,479
08d892c7,69
09c3b4c1,593
0a742914,269725
0e832a96,3
0ea8f147,25
0eb319af,4
0f72c22f,4
0fd1c770,28
105032b9,2
11f0a70d,15
12fd2705,12
134ccc87,1
138103ac,5
1418cff1,10
1479a5d1,576
148d7dad,3
150c1c02,69
161e2081,4
16b5f0c0,11
1776a257,452
17d974f5,91
1a16cffa,141
1a2327d8,1
1a2e795b,2
1ba78ed8,27
1bb9f38a,949
1d6dd343,379
1dafbb6c,1
1f0f6432,333
2081f069,132
222acd54,52613
22e228ad,307
2328ee8e,47753
243aa364,4
247f8c46,30
2667d8b4,76
26d22514,1
26ff9dc7,1
27871789,33
27ba7a97,2
27ef1509,1
2864729d,23
29ee33a7,416
2a17fa66,498
2a645695,2119
2ac37fce,3533
2afff5c6,10
2b48a46a,360
2b67c670,4
2bc0c8c5,63
2bc74192,71
2d682be1,2
2d83eb26,471
2e49fb26,4
2e582cf9,36
2e9f942b,1
2fa09087,20
2fb424e8,8208
2fdff0f2,31787
34177486,12
34941c9c,13
35cf093a,20
360286bf,3
361a1925,7
36b1bd1c,5002
3767c235,21
38a37a8e,157
38ea694a,1
39e4126e,186
3a2f0507,5
3ac5d91e,8
3b7a7918,97
3c5d765d,406
3c633e03,33
3d777827,3
3e2c903c,11
3e392171,22
3e4b0b28,4
3e90902c,102
40132a3a,2
413d5518,4
416ff638,5
419a32e2,8522
41c9c7df,2
42ad488d,497
43204b26,3
43b5a284,1
43f201fc,8361
45ad82fa,39
45b72c87,23
46343e62,438
463a95dc,153
468762ab,1
496da7a5,92
4a02380f,6160
4a094f40,8
4b0e92f5,19
4b97ec59,1
4ca7f7cd,451
4cce46c7,792
4d7fb19c,3
4e7411ea,18
4ec231b7,684
4f709ca4,5
4fa4bbd4,78
508ea259,8
5174f761,457
5225931d,21
5281da10,2
52b42525,583
52c718ba,308
52f2cb38,1
531483c1,74
54956bce,452
556dcf22,4
55fedc01,1
568d2f60,1933
570fed4b,2
57cdab2a,98
5880bd01,46
58ce474a,5
59d1f328,60
5a0a1c19,33
5ad22cd7,1
5bd11620,1
5d6a6946,630
5fd96d21,6370
6194f108,88
61cb2df5,810
6421a501,8
656387bf,1
65af87eb,1
6730b3e5,1
67f6dffd,2
69e2b06c,1
69f4121a,232
6cc92bb6,1
6d86a74f,343
6e6d46d8,2157
6f95cb7d,7
6f9ed745,119
706c42ad,1
71b18e86,1168
72e0ac62,19
7339226b,39
7521d958,2
775f0108,6
78910e7f,52
78f1ed48,404
79765e51,1
798f7d0b,38
7b256820,2230
7bf38d40,28
7d3a4098,1
82178239,5
82b4318e,1
82eb6cdc,1
839765d3,7
84ff26dc,401
85018827,3541
85b1ee70,4
862bb26d,26
897f88f1,323
89963103,755
89b06482,2
8baeafec,71
8c4134a4,8
8cdd539d,10
8d7e1373,7159
8e793b63,1
8eaae798,110
8fd6c0a2,3
915e0e70,43
9208d6e1,253
93d37cee,2
941d6327,37
944429de,3
9509f3ed,1
956284e6,83
95cf4f98,20
96adc29c,6
96b26dd5,1
978f159a,3
97be59d7,246
9a2edfb3,12
9a77a7ea,326
9b7c77d3,502
9bc74559,3
9c3674a4,26
9c45c2b3,45
9d343092,4
9e184e61,71
a06100ea,2
a09755ee,4
a0980ec7,28
a13b7430,17
a18f9f55,543
a279a7ee,19
a2bf42d1,112
a3512cdc,10
a3599e81,62
a3ee7c81,230
a4427a7b,646
a68fd9c2,223
a6d38d13,1108
a7853007,461311
a78d7499,14
a8b622a4,6
a97434af,68
aa3369e6,107
ac3d8d64,1
ac696ed4,28577
acd3ab64,8
afd85ee1,4
b034b6c7,100
b0aa3763,398
b35c8b80,3012
b45b1fcc,46
b6413bf1,9
b81c580b,4541
b84b14d4,2
bbe6c351,9
bdcfd4b9,7
c16238dd,100
c2335bb3,101
c300064c,3
c329a46c,51
c35edca1,253
c500f034,1407
c5944aac,14560
c5966a8d,2608
c5d791a7,5
c5e921b8,1
c60648e4,1580
c7278d29,336
c97b5ecc,1
c9ec94f6,150
ca1d6ec4,4
cbee0fc5,4
cc26ad12,27
cf3e209a,267
cf4550d9,21
cf5cfe9f,15
cffc1324,16769
d1672b84,295
d18b8b01,9
d18ef778,136
d20c06bd,109
d261e27b,4
d47682fe,1
d4ac1675,46
d508b0d9,5786
d5270a3a,7
d77d8efd,11
d8b234a6,35
dafbd312,9
db73fea6,2045
dbd437ea,517
dbeca4dc,3
dbefa79a,1025
dd5a2ac2,4
dd73f97f,3
dd935416,382
df7971d4,49218
dfd5f945,49
e151e245,2637747
e3beeed7,19
e3c84396,8
e5255c53,12
e56566a9,1
e56b98b9,5
e5866536,10
e6152acf,9
e7a92cc6,32070
ebd68b8c,1
ebfa440f,949
ed355742,207
ed56637f,11
ef69f41c,49
f1e6eca3,1
f31f8e36,119
f336429f,2
f3fd4ab6,676
f42b9119,6808
f4810456,13
f4a41a7f,5
f4bbde39,8
f4d14b43,15983
f5476ff8,3442
f5721680,5
f61531ef,2
f84c4ed8,62
fb94dde0,36
fe481374,13
fec6e632,64452
ff1b88b6,182
ff40087d,52
ff59665c,41
000aa1a4,2
01270328,7662
01349477,4
021cd138,6561
02d5151c,7532
0318560f,3
0460be96,50
09491f35,88
0a05c165,528
0a5c325b,16
0ca9103b,38
0cf33e65,5
0dd09e56,18
0e171baa,4
0edd4e8c,3
0f1ff372,532
0f37df8d,58
0f3c73b5,101
0f622745,201
110b33dc,1913
11508c8a,35
120f427c,836
14a7c179,330
15c55fad,2
169cf8d6,22
16ba910e,6
16d6b96b,465
180b31c5,2
19aea182,112
19bf2c94,456
1a063ccb,16
1a81f493,11
1b0ed886,20
1b211355,5
1bc8c040,914
1d13fa01,13
1d226f16,426
1d764032,4
1db704b3,4
1fbe01fe,6486150
207ceda8,7009
2094fb59,4
21555ef3,1331
222d0736,4
23516064,179
245e25ad,16
27e8075e,6
28007929,11
2801e74f,4
28f6e24a,61
29cff072,6304
2a9c0f35,2
2aa30f4e,1
2b9692cf,419
2bfb0fd8,10
2c9804e8,175
2caae673,1
2d4b5815,766
2dc17f92,1
2dcead91,1
2e061c00,2
2e69e066,62
32cfebb4,1573
3491297b,7
35222335,3
3572dfc1,15
35e8a968,1
37c0b1e8,14
38c202aa,13250
39279022,7
3a42deb7,25
3a486540,16
3a6d736e,629
3a72209e,11
3a871e8c,5
3b6ad1e7,210
3c04de20,29
3c20a05a,1170
3c3fc594,1
3cbca357,2207
3d623d34,119
3da79de6,43
3dd3f6a6,37
3e828f14,285
40cd84f1,3456
40fed7d7,32
415259a0,1
42271449,3
4241c1b3,6
430a5117,15
43872ea5,286
43af7d98,1
43e6da9c,663
4461c46d,8750
4541f448,615
46464be7,219
46aba789,937
46be43c0,234
477538c1,14
47798116,2
487c858e,1281
48c5d99f,2
4acceee1,21
4bda70f1,86
4d17e57a,4
4d56c9a5,1242
4d7eb527,1268
4da50272,233
4dd0a958,600
4f067001,2
4f0a426c,158
4f5494db,2
50d76ac2,694
5327dd9a,3
53b6ce1f,8
54ca087b,8
5557da24,7
5664de9a,661
572b1ee1,270
5735e871,23
57fe1b20,264952
58a08515,25
590f2493,131
5a8f8bd2,1
5bb07e04,29
5bca2459,1885
5c4124cf,11
5de151f0,457
5dec3103,19
5f1ac859,54
5f54e2e5,200
5f5a8c30,312
5f660097,1
5f7d1de0,33
5fa564da,207
6037f4cc,109
60e4b83b,837
62282d43,945
63bd7850,669
63e0247c,24
63e90429,46
6407c767,110
65aa9cf4,203
6695e153,2
686546d3,18766
688cddc8,1
6a2053e1,61
6bbe137e,378
6c71cfdc,414
6e0adcea,3
6e41c8a3,632
6f0b75ad,41
6f34dd1d,13953
713fc504,8
72a0e221,164
73fa5928,2
744b47d2,29
747d4ab5,35
75c152eb,1
760ca467,192
7664dcd3,14
7693b7e0,1
779de636,31
78fc2126,10
79339932,6
7bcf7a7c,40
7ccdb335,2
7cd0cf48,149
7d220afa,1
7d46d1e3,2
7ed11bd1,1143
80a856ca,259
819adc9f,1
84c7ba46,34792
855294fd,1
858c7065,88
86548e19,1466
86742d89,1
871fcef6,4
887a4754,44389
8888a390,3
8a0037c5,49
8c8f8bc5,937
8da25072,18
8e07d653,22
8e35d87a,9879
8e963ca5,52
8eb6cd50,23
8ece93dd,1
8f11bbb3,4
8fd5b173,48
90828bfe,109
921524ed,1
921d3b7f,571
927c2bdb,434
92863226,28
93c680e8,137
963701ee,43
96d973f4,1126
96dccf3e,1
96e9072e,63
96eaee28,4
9732dd61,77
97b671ff,16
981a24f9,506
982fcc44,397
997b2233,1665
9b1475b3,9
9c4ab096,54
9c50a7a8,1
9cd214b2,153
9d0866a3,17
9fa6fd97,1359
a0151c83,292
a07c4ef7,11
a0d244d7,3
a187a464,7103
a1d7a28f,274
a4553eb7,22
a494031a,1
a53e76a9,25
a58fb27f,579
a5fdc1f4,114
a6263cff,3
a629226e,243
a6d1d156,215
a79a2804,3
a8c103d2,55
a95f06ea,308
a9e850df,1
a9ec6b52,833
aa2bfea2,73
aa5cb92d,44
aa8f9c34,6
aaac5425,1
ac7846cb,201
afc2e2de,2392
b0684a6f,1404
b0c5af47,50
b1639635,6
b27d040f,39
b2b5fec6,1808
b3aba945,83
b57f550c,700
b5b873a6,2
b5e14d42,1
b7088c1a,4
b972619e,2
ba161374,2
bb46ef65,2
bb6f7809,242
bcb0c86d,90
bce58cab,328
bd51269e,2840
bdb56b2c,1
be282c34,1
bf143ba1,1014
bf2491b8,1
bf4f01d5,3
c0a1d019,71
c1b10167,211
c1fcc9a1,67397
c26b299b,116
c2fcc3d0,26
c5756186,106
c5be5db1,2344
c5c92d40,15
c5e25ae6,16
c6302a4b,84
c8115fcb,3
c95c7a18,2
ca34b316,529
cb1a5df0,55
cbb13dd6,10
cdd1bacc,8
cf351c61,1
cf892aa3,3
d07f6dcb,4
d092ebf2,2192
d0974fef,7
d197bc47,62
d2a85a58,21
d3236a94,2
d37c5d77,89
d402a134,626
d4bc50e3,9
d4da92d1,248
d506e9b4,2
d515bda8,95
d5e91ec7,1
d61fe109,205
d62c9c5f,214
d7714196,18320
d7f3460b,32645
d8c162e1,1
d9102033,1245
d92a5e9b,1
d98acd0e,11
d9be9aec,2
d9da8e21,2140
d9e93013,17
da79c793,1245
dbd773be,1
dc517d1f,111
dc7a7a66,1
dd868b2f,17
def019d0,4431
e04849b7,1
e0fbf47c,5
e10d0baa,797
e211b8f9,214
e229b1e4,3
e2f6deb2,2
e3b34ffd,6
e437fdd1,2
e44772b6,877
e63832e2,3
e6394c6c,1
e641bd09,3
e7bd4f0a,5
e7bfd1d5,1498
e8bd1ac9,3
e9784a08,24
e9d8f583,131
ebbc752d,5
ec44f0b7,8474
ec4e713b,108
ec6e2d30,1
ed020d7a,1
ee2afc0f,115
ee97bea5,132
eec38cac,210
eef14b8c,2
ef2c2edd,1
efead183,31
f08a3ad1,567
f0a617e4,2480
f2d07525,185
f31fa83b,133
f41e72eb,46
f46018a1,172
f59f4e80,299
f5a18e9d,710
f5af7a86,5989
f6cff7be,7
f6ddf182,16
f8240f56,187
f84e52b6,25174
f88a953f,2
f8b66955,8
fa2fd0b3,18124
fb4d15b0,1
fbb433d5,1
fd9bd76c,702
fe2e12fe,26
fe6965ec,3
fe6fab2a,1
fe75c54d,28
fe901aab,2
ff361da0,20135
ffc6e801,64
006ab81e,280
013e516e,29
02a45195,1
045f6d08,2
05214275,7
081cfb60,208
085ca48c,4
0887aa23,134
096fc4fb,27
09e4ecb9,514
0ae8f59e,5824
0d50a36e,564
0f6ba13f,1
0ff08e21,8
10945795,6
1394936d,7
14424f3e,176
145e616f,509
152079e1,85
160250e4,785
16c73019,97345
16e218eb,451
17c2ad96,374
18859862,7478
1982ee21,1
1a169f46,3
1a717471,310
1b1002d6,3
1b581e08,20282
1b72ccd8,34
1b7f250e,1317
1d612678,1
1d8321a3,3434
1df47d50,1236
1e1e1e2f,17
1edf0277,155
1f06fdaf,1722
1f4e888f,20
203d21fe,41
2135e051,2013
218ab157,3
2352189d,23
2366719a,1
239a7e5d,406
240ecdfd,7704
245129aa,2
24e04145,31
258442a1,1110
259012ba,1
264e0314,2
275d3ba5,74
278f6c6d,479
27d84a6a,3
28606f29,387
29229f8e,29570
2974e394,62
2a3afa8f,13
2a6ff5bf,1
2abc9e96,109
2abe05f2,407
2bb6ee2d,3166
2c791cb4,1
2d7bacb1,20385
2e60032b,8
2f2f9872,1
2f759012,253
303d1505,314
307b702f,3349
30ba29e2,69
30cf412d,3205
33351151,2603
33fc9515,25
37c9a032,29
383f4a51,5268
390e985a,4
392628ab,1
39e68f86,3425
3a07270d,65
3ab46de2,7
3d3a9185,39
3d671de2,4
3da070e7,16
3e1bd733,21
3e561d0c,3
4013b842,1
40f065b9,2091
432ed90a,12
4351d15a,8
4357c249,14
43657ba6,12
437c5af9,2
43a58282,140
44d0859f,3
455ac0d0,119
461eb0fa,246
46fa07c3,997
47753f16,2469
487a97e0,1
48c42b43,10340
49a835d6,3798
4c02dfb4,5
4cd817d5,1425
4d285ee1,1
4d4d7a00,1685
4e4cc75e,11
4e59c758,6
4f9550e2,173
503c45b0,1260
50cf8ee6,1068
518d6168,2831
5380ca88,564
543a539e,42525
54c9941b,4971
5531a0a9,521
578f2a01,6
585116f8,2
5bfa0409,7855
5d476cf1,1
5d976660,19
5deb8d5c,290
5e78aa4d,297
6020550b,28
60bfb01d,15
60fd66e6,8
61a1d337,26
61f4371b,28
632238aa,11
6373b8fe,10
6426a2a7,138
6573a967,1
65a4d581,42
665d2bed,7
66a4b77f,57
68482f13,106
68738eb5,1
68c8100a,2739
69956e7f,2
69d3c083,322
6a46655d,141
6a96a6d8,452
6ae28757,4018
6cd1bea9,5
6ddd2cf1,49
6efe9c3b,18
6f48b88d,256
72f54dec,2
73610186,2
73ccaee7,17
74d40ee5,10
751d9b6c,2
754a155c,7
763a42b5,31202
767aaadf,8
7745acf8,6
77a3c52b,2
78d60190,19158
791b5571,34476
793cd64d,13
79f2388f,774
7b86de5b,11534
7d452d7e,100
7e0611a3,85
7e5b4c36,1
7eef0dce,6872
7f05516e,396
7f9b5e19,3
8052b1fe,357
82bc9b50,5
831a79fb,268
8429c256,66
8480f5b7,10
84aff0b1,428
84f2a3e1,13
860c80ab,124
86611e43,449
86e38d08,4255
86ede33b,23
86f2e265,33
87dbfd61,3
88154ade,99664
881897fe,45
8843612d,1
893841f9,3266
8975cf8b,2
8bbad100,137
8d19f127,500
8d5afb67,11
8d9e19c8,3
8ddfee4e,48
8eeec40c,1883
