app_id,frequency
c8c16707,8
c8d7c6c3,946
c9660b03,5
c974497b,13
ca4512e0,1
ca5594a3,450
ca9440ac,8
cb06b587,11936
cb118641,3
cb4e5c62,15
cbb086cc,38
cc169f46,7
cc278f17,1883
ccb710ac,13
ccdd37e3,3
ccf6b296,21
cd27c052,5
cd53e8be,1
cd748e14,2
cd86a5cb,2
ce3ddb06,9
ce52a24b,16
ce7df3c4,11
cea93d1e,1
ced21223,1
cf2c86a1,31
cf443d43,22
cf93b69d,1
cfa7989f,177
cfba3334,1
d021e49a,1
d055fcae,1
d156afdd,52
d19364a8,18
d1f788b9,2
d30ed7ef,165
d33d55c4,8600
d3725c2a,1
d389b3b6,37
d4d88264,104
d4ec3208,12
d5a1df19,3
d5c72ec0,1
d5ee5f85,2
d6598897,276
d6e09831,1
d75d823b,3
d9460fc8,1
d952e313,1
da6589d9,633
da84f268,1
db8330ce,87
dc5741cc,4
dca03ea7,50
dca38112,1080
dcf221b7,14
dd15efc4,558
dd35432d,64
de991fbb,2
dfa9c8d8,116
dfdd226c,17938
e05b1b6d,1
e1f48285,5
e268db3e,1
e26b7b1b,79
e36bc620,2
e3a07b9a,34
e4105cde,5
e4385284,3
e4daad95,38
e5419220,1
e5f1bafe,15473
e666b785,368
e6dcb681,13
e7415fee,48
e8980bda,3
e9238543,1
e9c577ea,5
ea82ef1f,20
ead10200,1
eb8b8a54,19
ec17299f,12
ecda49ac,152
ed2560eb,1
ed29e9c2,10
ed7ae090,95
ee1a8dfc,1005
ee969a69,89
efbd9dc5,349
f0f93a3f,41
f19d96ae,4264
f1c04599,18
f462cb00,54
f4aa282f,26
f4abb99e,27
f4fe95a8,1
f53c0ae0,97
f59d46da,1
f6c2f1c3,1
f6e20ea3,180
f7a41870,71
f985965f,131
f9a992f5,1
faaafc75,1433
fabfdd0a,1
fb5aa77b,2
fb6aac89,1
fb6d495d,2
fb786d6f,1
fbc44d4f,6
fc45e49a,8
fcbeef92,3
fd0bfb49,1
fd435937,15
fee5172b,7
ff131459,60
ff93368c,1
ff9e8eb1,53
ffc05ae6,4
ffc6ffd0,71591
000d6291,182
0062d365,1
015466eb,138
01e2d952,2
02d92985,989
0322a4ff,24
03319405,12
034f7404,154
039d990c,1
051d668d,202
051fdfcb,2
05c66074,95
05cd8b03,1129
05d84d65,25
0688798a,1
069082b8,2
06d66833,5
073b5afe,2
07f2c503,1
08cb702a,81
090d37ad,1
099fb442,2
0a518134,3
0a5ebbf2,1
0b6e0889,4
0bb9aadf,30
0bed25ad,7
0bfe36c7,2
0c050600,8
0d1f8ca2,12
0d8aaa65,7
0e8654bf,30
0eca5c78,487
0f49bfbb,6
0fe714b0,1
11a24611,4
1209fae0,23
120a00a5,1160
121452b1,3
134c926b,1
1360f668,2
14ccc6cf,62
14da3cab,1
1535f714,5
1597e656,43
15bc26c0,4
1604b92c,17
16516430,2
166cb0fb,108
16e16ada,3
1734b167,40
17564e61,5
17ccab86,2
17e35f18,1
18727b3f,9
18841b9c,61
1915ed5d,1
1929ea63,24
197d414a,1
1a8e7aff,3
1c4c71ef,10234
1c698029,1
1d0c3a18,2
1d0df70e,1207
1d2eea90,2
1e2c67a7,99
1e57022e,4
1ec901c9,1
20095092,346
20b2bb6e,2
20b8415d,2
213db569,2
2267af71,6
231d00d4,86
2374aa8e,254
23c58833,1
241b9d9b,1
2462cfb4,1
24682176,65
2489e1a5,5030
2547d57d,1900
25492d97,14
25a93a68,5
27481b8f,882
27550a3c,16836
2773975a,8
278194c0,44
2863762c,1
2868dc8d,1
289e4eb8,1
28b4d848,103
28d88a45,10
2986910a,4
29bf0aa3,3
2a3743e0,1
2a9ad653,41
2b6e4ada,13
2bb815d4,52
2cb2fc9e,5
2d0167b6,1
2d4d9a74,1
2d925c20,374
2e6bb2fc,5
2e7332e6,851
2efd4385,9
2f311bde,11
2f46d6f8,3
2ff4d8a2,39
30efa13b,1
310819a7,8
3141c265,4
316440d7,3362
31652cef,2
31ef6c4f,1
322630ea,2506
325cf669,134
32758235,5
32c67e8c,1
32e0dd23,24
330d068e,323
33291962,17622
3336cc6f,4
336b1c65,2382
34d4c129,8
3526fe5f,2
3535abd0,11
35464080,30
356ad151,164
35e4919f,360
36db70ee,102
373d87e6,461
37e6456c,1
37edcf52,1
383ddb31,1
38574fe4,2
3872e70d,65
38752e6c,107
38bebbcc,1
38f220a1,2
395404e4,485
39d3a0d0,65
3a96525b,3
3af9cd4e,1
3b1e5b2d,184
3b5b4676,7
3c292268,4
3c35c270,23
3ca8346f,1605
3cb4b07d,1562
3d634a1f,5
3da6a180,512
3da815e2,8
3e20410c,3
3e83349d,2
3efd364d,35
3f3b46d8,1
3f6b03e4,114
3fcda221,3
3ff6706d,1
4083b813,744
40cfdc88,3
40e63e3a,56
4192c019,504
424e1cf5,46
4275163e,1
42f5fcdb,1738
430e11fd,8
4333b8e5,1
434a62c5,7
43723aa9,2
43a02b78,1
4450235d,52
44d0d678,1
44f1d4bf,48
45442e75,2631
45606e79,2
45caa20f,1
460f556e,3
46781f9a,174
470c3bc7,115
476884f8,63
47beec11,5
47ca768c,56
47e4b9d1,1
4896c1bd,15
48deb23a,2398
49d8d990,6
4a12249d,3
4a623fa2,4
4a6fbe45,6
4b0508d1,2
4b6bfdcb,4
4b6c9401,1
4b7aac0e,19
4b8835df,2
4c49b5ae,269
4c9cc0c3,4
4cf2d1e2,2051
4dc35b05,55
4e2b4f31,13
4f46f117,4
4f58fa78,19
4f90f3ca,4
5054e8a9,357
50b7d906,488
51672684,3
51d8e5f1,4
51ee1831,1
52c429cb,167
52e7dbe4,18
53049918,3
5332b436,1
5337031e,35
539f4d7c,8
53aa0d45,19
53de0284,80874
53effa64,26
54484a98,6
547148d6,8
54826f9f,1
54e87ea1,52
5583ac61,2
559908e0,3413
55b4ecbf,8
55e30ae9,35
5715a583,4
573f6a2f,113
5775cc6f,4
580ea841,6
58d1f275,10
5925dba2,384
594cea93,2
5b55ed37,560
5dc9c40e,1
5f016b6a,19
5f231be8,10
5fad64d7,61
5fc67775,4
5fd0415e,8
5fdd7c13,1
60c81980,2000
61376c8c,127
6174ea92,1
6231a7d9,1
628779e6,1
62a86dea,1
62b70d4a,30
63ec7ca2,4
65655e83,149
659168db,1
65a1a0c4,717
66020720,7
6641d823,8
665d6e6e,4
6788d910,1
68c530f1,46
68fb0df0,21
68fd0887,3
6905d309,2
6a0091c2,1
6a761717,13
6ab586d2,1126
6b12878b,5
6b94c32c,209
6c3a98ce,3
6c8703de,236
6cd05ff3,8
6e7bc603,27
6e9002c1,677
6e99829f,1
6eef7c14,1
6f6ed16d,1
6fbbbbfb,8
6fe17aab,4
6fff64a7,962
70b034ae,2
70e2dabd,2
71271d05,12
72151e40,135
721e1057,51
72657319,1
72785dd5,31
72913a74,24
7360f15c,31
73920760,13
73ffe8d8,129
7517bc36,1601
754f25a9,13
75827dfa,1
75f97157,378
7706abff,4
773f4e0e,6
77eb7c39,17
786d5474,3
787c50c3,4
788dd383,83
79450f15,28
79935e15,2
79d49b84,16
7a0c4420,2
7a79befa,1
7bc14fd3,23
7c243e2a,875
7e88e0f8,60
7edb72b2,2618
7fd82f88,5788
8019bf86,1
80347a72,16
803a626b,6
807c08ca,2
809d46e4,3
80eef107,2
81533cb6,1252
82260b81,79
82268e8a,1
825947c8,9
83211704,1
83cfd89f,46
84612150,3
84c4cd4d,4
85aa8a22,14
860b0f58,3
862a1551,49
862e2c11,196
8740ceab,1
87c134b9,153
8827521f,12
88738f28,6
88f52ffa,33
8953968c,1
8a17f385,19
8b35f867,1
8bacbbb3,326
8bbb7062,52
8bf2b767,5
8d468f54,7
8d6c6b56,1
8dbc921a,28555
8de6f8e8,2
8f38e8f3,481
8f8ca765,32
8fb44044,1538
91be0cc2,1
91c3801a,9
93331c11,64
939a290e,1
93e23cd9,46
942b8d4d,4
94c53f34,62
95cec3d7,1
9603d230,2
964f245f,598
96a1007a,81
96cba8a9,6877
9729716e,1
97c62ac7,4
986cef95,5
987c1946,9
9894f0a8,12
991a7b17,88
99a81969,38
9bac647f,4
9c79aaba,2
9ca8045b,5
9d374c47,216
9d4d4c90,2
9d60b86c,1
9d8fb150,3
9da8c9bd,1
9e5d4793,339
9f3b5a7c,17
9fd6a20f,1433
a04e4060,2
a0a45985,28817
a200f981,182
a2f28595,25
a3dbf071,4
a3ecf243,3
a4700e35,1
a477dd5b,1
a4869716,57785
a4b6f7c2,1
a50f2e45,11
a548a7fe,36
a57ce817,36
a5845d01,1
a5a704f0,75
a5e850ce,1
a66adfc0,17
a6d0cd0c,106
a93114fb,31
a93979b1,2
a9a6fe80,79
a9c681d5,1
aa29f653,3
aa9c3899,3
ab42d2dc,9
ab4dd117,14
abc0672e,863
ae1bc575,5
aea4184a,1790
aeb85871,496
aee1e82a,57
aef51139,3
af0549ee,10
af163a84,1867
af358940,2
b088f8f7,2
b15dc5b4,2
b16d08f4,2
b1b8a1d4,1
b229d156,15
b2aeb314,6
b2b39c0a,4
b304c7a5,3
b331ad40,9
b38f0b4b,158
b43e80f7,1
b629eab3,2
b644d275,1402
b708a593,1
b746b6ce,3999
b75b47b1,35
b79a05af,2
b7c0a746,9
b7e20868,664
b7ff22e5,1
b8171d73,26
b89ff756,1
b8dd6afa,5
b8e6f58a,560
b8ef799a,175
b95dce47,1
b977f761,9
b9aac1e6,33
b9e3d083,2
ba83949a,12
ba8d75aa,1
bad0ad8e,26
bb4d1dfa,5
bb78e38c,1
bba3cb13,42
bc3bab7c,6
bc44c87d,2
bd0ece92,1
bd7ad983,23
bde92465,27
bdeb7ab0,2
be4be823,20
bea930c2,2
bfaa3df1,9
bfacc7b7,65
c1304ee9,261
c19f5353,1
c1d0d4fa,111
c22a389d,6
c27a5f31,50
c2a6df8c,3
c33f47df,7
c346b414,4
c418ab50,1
c46b5d10,1
c4c44801,4
c51f82bc,20572
c523c6d4,4
c542150c,1
c5ed5629,1
c613d62c,6
c61b0b5f,2
c6af4ecd,2
c6beab47,1
c7887f87,4
c7c962a1,8
c80524f9,42
c832d037,705
c9480079,122
c9d8ce69,175
c9f8e63a,14
ca29c243,11
cb131af3,1
cb70e809,6
cb877a99,1
cc9a1045,136
ccde395d,2
cd25c6d0,8
cd54ee72,80
cd8571fd,149
cdad7fb3,12
cdfd7afd,1
ce0862f8,2
ce464ec7,666
ce7ccb13,4
cef0753a,3
cf7507a3,31
d04a7cda,115
d066a455,65
d06f69b4,1
d0e8a9f0,1
d1015424,142
d1b126bb,4761
d213c18e,2
d3108c5a,1
d33adecf,79
d355956b,2968
d3a7d0eb,2
d423a54c,6
d5868a3c,3
d59101cb,347
d5a5c4b1,1
d5aba967,59
d6004e51,16
d60d3c92,60
d65d5c0a,811
d68d08d3,1
d72672ae,4
d7ad8afd,2
d7b71504,3
d8bc5585,478
d94ab893,938
da2c4250,524
da55bb69,1
da8def99,2
dac03cad,1
dae9ed9b,12
db391889,3
db4f6611,7
db6967ff,262
dbbae69b,289
dbc4b13f,2
dda8ab91,3
dfbff8ed,1
e005be0e,1
e0f866f2,2213
e1035c53,1
e1702b91,5
e198682d,3
e204b51e,47
e21a1692,26
e2397e88,7
e257b175,408
e26a4b0b,396
e2940496,19
e2bb7391,2
e2dd5f86,2
e397f11e,1
e39ddd14,476
e4027e75,19
e5565e8b,325
e5d15427,1
e619ad50,1
e732e74e,296
e7e103cc,8
e7f01f10,4
e80e8a40,2
e8970077,3
e8ea8b01,1
e96c4864,75
e9739828,284750
e986f7ef,1277
e9d9e614,3
eaaee2fa,13
ead6bf2d,165
eaf2fccc,2
eb4533a9,1
eb6d402f,10
eb7ee82e,2
eb936240,11
ebb82ae3,7550
ebfa3c06,440
ec769f7d,138
ecbc7f2f,48
ecfdb86e,1
ed7bc14b,3
edab13b5,17
edffc052,4
ee42017a,663
ee7d8afe,16
eef05770,3
ef2c13c9,10
efb3245b,2
efb79984,3
f104f575,29
f176d00a,1081
f1de6a85,355
f2fe5aa0,1
f3a5517a,1832
f3e4e9b4,135
f47da8f3,137
f4b48f3c,3
f525600b,1
f5a8ed21,13
f62d8313,14
f639d439,1
f73f1f95,29
f76246d9,2
f768142f,5
f7cf60b2,156
f7dd00ec,7648
f86350cf,1
f9047290,628
f916ec51,3
f92e39bc,9341
f9feaa6f,2396
fa629490,3
fa9a6be7,1
fab925ec,1
fafed9ed,2
fbde4c34,1
fc276ca2,1
fd9d2f31,9
fe2b3943,8
fe61454b,91
fe69583a,4
feea2219,101
ff8e002b,424
ffef3b38,10
01133aaa,4
013bc046,5
013ecf76,377
01c579c9,114
024e400c,2
0305e7e9,407
034821e6,1
03528b27,322121
03a08c3f,218767
03ca516c,11
048694ff,33
04a42d76,304
056b72a8,2
05fabeb3,44
063564c5,2
06a70ccb,1
06cfa6da,7917
070354c0,6
076d63e5,75
09eb8715,110
0a29adc3,5
0a3b4a58,11519
0a74a3c7,16
0a7c4dee,1
0acbeaa3,56138
0ae1cffc,53
0cc2e0a2,1
0ccd6f97,8
0dbbb051,12
0e4bae67,225
0e778bb4,6
0e948b14,301
0f34a918,4
0f5176d5,72
0fd16b06,296
1092aac6,184
10a235a6,1
11a56f34,11
120b3920,1
12405eb7,23
1380dd96,1
14152b95,367
1428498c,1
147b282e,1
14b08df2,13
1558f73a,8
1693b4e7,6
16f68fdb,28
183bb24b,21
18a2dcbd,2803
18cc504e,1298
19bc0b7b,2
1a12fc75,2
1a2bacd0,1
1aba6b87,28
1b4de853,1
1c75a125,7
1ceef29d,1
1cf65f9f,62
1dcb3d14,221
1e436f09,62
1e71fdff,1
1ec19461,2
1f7cd7d6,2
21787959,7
21788e04,10
21a82fe3,2
2206dd2b,3
220bd21a,12
22400935,9
22722817,3
229eed17,3
236ab7f4,16
254449ee,38
25b7145d,15
2665c9da,32
2694eae7,120
269c005a,15
26ffa384,2
27ac6003,1
28351301,10
289341ce,1
28a7b071,3
2913c8e7,1
2953a36a,4
2a3988c0,4
2ae0203c,1
2af55002,5
2c2d58f3,1
2c6ba6bb,8
2cbc6674,366
2cda8115,48
2d02e6a7,14
2d6c80ae,4
2dc53361,9
2dddb4df,3
2e169e68,41
2eeb804a,23
2f405639,4
2f7b6a33,42
2f7bde6d,46
2f7c242b,70
2f9359ab,6
2fb4c74a,2
30319d96,2
30d2e38f,44
311514e7,3
3187743c,8
319c9383,11
32ad5182,35
3355fe65,2
33ffa97c,1
34ab9d4d,1
34c4339f,50
34e7fed0,1
35d6c295,1
364e323c,9111
369e4465,1459
36fa65c6,17
3820f8f7,1
384da3d1,5713
389b89ad,13
38ae3842,2
38faa808,6
3985653c,1
39c26717,270
3a116ef3,2
3a2906a7,18
3aaff9a8,1
3b8c1bf1,25
3be61287,3
3c6bbdc5,156
3cee27e1,579
3d22beb1,12
3d2d59c0,1430
3df060eb,97
3e7feb63,24
3eb040aa,32
3f323f9d,1
3f9980c3,17
3f9b049a,1
3fa26ac0,11428
3ff6774f,9
404b2054,51
40613f53,19
4085d9ae,3046
40ad5419,57
4114c8d5,3
418ff820,1
41a5f5f4,1
41cbd820,7
41fa3047,1
42cd0f18,1
430acf90,100
438fc856,63
43a4270e,3
44828985,1
462bf179,1
4647de4b,8
465943d8,1
47341488,2
47a761d3,7
488dde53,57
49adc4eb,1
49bbafde,1
49e632a9,54
4aa65bf8,13
4c4beb5c,89
4c530a42,55
4ce4c409,9
4d1b5cc6,2
4d5c27bf,1
4eb7374c,5
4ef7908f,43
4f71e895,2
4fb3a04d,121
4fd2bfbe,629
5010d0cf,5
503aa531,97
5114a50a,4
5140f7ac,3
516ea620,1
5195882d,7
51c09df9,24
51cedd4e,239107
5309372e,2
53425eba,23
5383a674,2
53b3ce2e,49
53c7c648,2290
53e41700,1247
53ecda77,1
5410f7cc,5
5426dce3,123
54e29419,25
54f9a3a3,71
54fc9fcd,2
55b1ef92,2
56259825,111
571354f6,1293
571a79c6,26
579d77f8,2
585f9162,5
5891a926,6
58a17371,2
595d920f,3
59bfb33d,3
5a79f97b,2
5a983d88,14
5b008433,1
5b2f08ec,365
5b379a4e,337
5bc86190,5
5bd99011,1
5c1d0ef2,4
5c1d2ea9,82
5c631116,1
5d6deb43,9
5d821cf4,3
5eabebdd,3
5f3bf0f2,7
5f9d8ce9,4
5fc17a6a,2995
609409d1,193
609f0e48,2
612bafb1,5
61c0f4dd,781
6211e513,11
624a3e80,3
632bd858,16
633b8df3,4
639f1118,612
63f5c08a,17
649a9e26,3
64a1ba31,5
6501c862,137
650a75be,65
652b68a8,1
6570d09a,22
65efb371,2
669fc423,2
66bd1cf8,57
66f5d4ca,25
67fe9153,4
683b8f87,145
685ba39f,1027
69244f1a,450
692af173,24
69457136,26
69e5a5ec,2130
6a9dde58,2
6ac32532,539
6bb2c680,2
6bf4d25f,2
6c4e2b07,7
6c88056b,7
6ca66d98,2465
6cb76f9e,2
6cc50ffe,6
6d01b173,2
6dca392f,4
6de0578b,14
6e559562,14
6e8c314a,1009
6f1a54c9,5
6f2d7b7e,3
6fc80d00,86
6fc85e22,22631
70385278,1
70385fd2,24
705e3df1,1
71159abd,31
715a71de,221
7260e63f,2
72bc9786,1
734fd8e8,187
73957374,1
7396da42,11
73ea5117,32
7413c50e,9
742dc1e9,1
74afe595,1428
74fee43c,1
753a2497,144
7574d9a7,2
76fc5029,21
774e3888,108
78489dec,11
78b8492f,612
796456e5,1
79a30e97,4
79de91c2,2
79f28324,1
7a15c73f,31
7b0e4c9a,7
7b420767,24
7bfc9a44,37
7c080147,94
7ce633a0,1
7cf16110,1
7d33319c,1
7d7707be,1
7d9d6c3f,372
7e7e0256,67
7eb4ab69,1
7eee9ec3,4813
7f21e670,5
7fb5934f,8
7ff8c8b2,4246
804ad00b,2
809c858f,3
80e548cc,65
810be62d,1
811971ee,3
817d769c,3
81880055,12
81935182,2
81f6de00,2
826c7d0a,7
82bfeca4,15
82cda4e7,3347
83125ebc,587
8375df7a,1
8387e64d,4
83c7684a,1
83d5e1b1,135
8429f346,16
842b2ebe,675
84840629,1212
85598750,111
86734e8e,24
868c249b,2
8765c6ca,2
879605f1,1
885c19d8,23
893e7626,16
898282d1,15
89bdfe24,7205
89e8c66c,659
8a951584,2273
8ac2d945,1846
8b3e13f8,6163
8c66e8a1,62
8cb42909,6
8cb7113e,1
8d325df1,1
8d3346a0,1042
8d9a5714,3
8e4b0a7f,1
8f547596,1140
8f9843b0,1
8fdea5f2,27
8fe3e27a,1
90a7c116,7
90c1fa6f,4
90edad9d,13
92363e44,1
92a2a4ba,3
92bd42cd,7
92f5800b,1555283
9338cefe,25
936a3b66,1
93c9cf13,2379
93d786c6,28939
940961b9,2210
944e8a9c,1
945fd2ad,1
9605c1e1,1237
9643ca00,1
96c4dfa0,11
96f19b66,79
971375e8,4
98675911,352
98fe525b,26
9a9ff262,1
9b9e7ba0,2563
9bd69f62,1
9c6e20a1,327
9cb9e3a6,96
9d228655,440
9d8b51ea,1
9e35a0e7,3
9e98e4a9,2
9ec8d90b,3
9f378f00,7
9f427bc6,1
9fb1d093,15
9fc8baca,76
a05ac2a0,3
a19b2fa8,30
a19ddc14,11
a1a27a10,61
a1c150f4,83
a1f1ec1a,10
a201b8f5,53
a203bd0f,1
a2979195,3
a37bf1e4,27320
a3b27d3e,25
a46ad214,5
a46e3c18,9
a47c11dd,42
a48ecc3a,1
a49049d7,989
a4db51b9,16880
a528d2f1,5
a535103b,69
a537d001,131
a6b09af4,244
a724179b,12
a7bad6c7,5
a7bae86c,520
a7c2d9b4,1
a7dc2bde,29
a8507f21,1
aa1e362e,128
aa21cf9d,87
aa24e81b,4
aa50890c,9921
aafc0f4d,8
ac4007ec,18
acc0f72b,6
accf998e,132
ad12d11e,45
ad57c77f,1258
add27ef3,4092
adee7b8b,1
ae37f92f,1
ae50b1b1,3
ae8ab716,42
ae9cae6b,105
b08c5c97,1
b096aada,1
b09a4e95,1
b15b9f3e,117
b188e1a5,204
b25e0f9f,1
b2d355fc,6
b3469540,2
b3524ebd,1
b3b32785,44
b3e0a3cd,6
b3e15f31,42
b3f4f400,8
b43cf06d,3
b4888875,98
b4d25ebe,6
b6df96a6,28
b75d41fb,16
b7f64446,8155
b82fc412,6
b8c4a85a,1
b95240bc,1
ba1ae292,6
ba48320e,1133
ba63b2f5,3
ba7042db,1
bc108dcd,18
bc632571,1
bcecc3de,4
bd3d4d29,2
bd4dc570,829
be3d2432,8
be41d12b,2
be4b7ae6,28
bed9f8b2,17
bf587da0,2
bfa5c926,57
c01127a4,4
c0180220,5
c028e8ab,2
c076af45,203
c0881c26,2
c1a0144c,1
c2027ec6,7
c20f0b8c,89
c227b32d,190
c2feab7d,2
c30b2a47,1
c364b3e3,1
c3871cd9,164
c498113d,1
c4e91a36,95
c5058f32,31
c605adc5,36
c651a48e,83
c6565c7c,21
c67fa2ba,60
c680d3dd,4154
c73d42a7,1
c7961579,30
c823f3cc,696
c8368b79,3
c868ee5b,6058
c893200e,28
c94d7b1c,646
c97edb81,1
cafca2d2,24
cb15bd02,11
cbb836b3,46
cbe9ef10,7
cbf85faa,48
cc7e9334,3
ccbad452,3
ccd0aa08,10
ccec8409,35
cd51835a,91
cd91f635,31
cdd32bb8,2
ce429724,226
ce950440,316
ceada6e5,3
cfd11556,7
d0642131,11
d0829cce,10
d0bbf735,4
d1152c7c,8
d14b3237,1
d15632d9,1
d20729c7,1
d2355a0c,4
d2ffaf38,6
d41b3307,1
d480ec7d,1
d52dfb13,1
d5c07b23,142
d5c37924,1
d6096ac2,1
d65c2b98,1
d6adbb7d,129
d6bb4aaa,844
d6f714e0,5
d7d7ac87,42
d8305a23,59
d84b2f17,9
d8825761,2
d8d15d53,1
d96e2f76,1
da9de571,26
dbac3982,60
dc63b22a,23
dcab307b,3
dd40d857,68
dd954e91,17
dda9ee5e,2
dddcd124,122
de7888e9,1
ded06598,19
df4b42c0,7
e01b4d8b,5
e202edd7,4
e24a63ff,235
e288e43a,46
e2a1ca37,281215
e4955269,6
e49c1dab,1
e500a417,1
e5631c05,24
e5d0d915,141
e5ee56a0,4
e618684e,7
e63fd8ec,1
e74a4c37,4
e7541bbd,2
e75a3234,2
e7769e24,6
e7cf2855,1759
e869b264,15
ea3a117a,3
eac7f9fe,1529
eb22c047,18
ed2e74c9,3
ee12be5e,15
ef1e1c41,1
efc9688c,9
efce5165,6
f02c8fdc,3
f0638126,31
f0a25123,10
f0bb4686,39
f0ec4c56,204
f139e4f2,1
f13c68f9,67
f20ce448,29
f22802aa,1
f24c7212,1
f2598e56,9
f2867c34,7
f323842b,18
f3259894,4
f32b3722,6
f344e743,3
f35b4537,44
f361ba95,1
f3e25056,41
f3fe80df,35
f4057900,86
f4b598f6,5
f4c238c6,77
f52c5041,3
f5e203b8,25
f6023079,4
f60a1eef,73
f610dfa7,4
f78292f1,7
f7a2eda8,41
f7b82dc3,18
f7b8df5c,1
f7e7090f,17
f8ab9a21,7
f981f3ce,22
fa737cfc,5
fa915aba,3
fc87006f,5
fcf5ffec,42
fdf4ed12,1
fe6e1e40,10
fe9c47ca,1
feb1bcde,1
ff2487c8,3
ffdb187c,140
008e6bde,2
02004d3b,73
022dc93a,13
02877ec6,84
02db29a8,2
02ff9010,7
0384ccf2,44
03ea5c1a,1
0482c588,3
04871f9a,1
0487b92b,6
048a910e,4
04acb8b6,5
055003e6,21
058f453e,7
05a1321a,3
0666f6df,596
06c4dc6e,2
07e17c3c,11
085b47f2,40
08a23c9c,6
08ab83c4,13
08d1b076,9
0a056e53,13
0a3c1fc8,1
0a5f4884,2
0a71b051,2
0ab4033a,3
0ac63d6e,26
0ae46466,90
0b694a3e,19
0b6e8b4c,18
0bbe0bfd,7
0bdfeac1,17
0c22e638,1
0e4c8a75,61
0eb6bd9e,107
0f58bfa6,12
102bf699,219
10758aaf,1623
11088e3d,2
11d15e35,144
127404b2,2
12956c39,464
12f53067,3
13808b09,1
13ef5f89,206
14dea29f,2
1657d2fb,3
168c6ad8,1
16a6eec9,2
16a9d5ad,10
16c382c3,15
17157dc4,41
17afcc71,23
17f32f45,2
1927d2e5,8
195104b5,4
19b4d813,294
19c31ae1,2
19d83707,61
19dbbdff,2
19ee2e47,9
19ef18fa,46
1a976671,3
1abbef01,821
1ae39168,52
1b47263c,11
1b986466,27
1bc57bd8,16
1bffea39,15
1c32bc10,20
1c3b4606,2
1d25f7fe,6
1d3c6f6c,21
1d5af919,2
1dbcd082,177
1f57ff8a,3
1f7ad148,421
1febabd1,5
203cab9d,32
2120b133,84
21c69e15,1
220d466a,2
230aa580,4
23f09b28,49
242f6d08,20
24349d39,5
244350a6,11
25511aba,16
258a4581,2
25a977d9,3
260d3515,12000
26276afe,13
2689b0c4,1
271ce044,3
276d6d97,7
27ea9e9f,29
27ec35e5,28
2870f87f,2
28c49cd4,2
2aeaa4ea,116
2b1a9c5c,4
2b1d7ea7,2421
2b2874d1,3
2c704a3a,2
2c9f0bf2,127
2d355a23,42
2d713d62,44
2ee278a9,9
2ef46c82,10
2f20dc30,5
2f3db3d6,147
2fb61b86,2
2fd845de,1
2ff7cfbb,18
30270b79,4857
30a567d4,111
30f90280,1
318ee851,1
33954382,59
33ffa983,34
3435234c,3
34546e6d,13
34c38baa,5
34dc4f68,1
351300aa,21
356e7b64,6
35fb4204,617
3760f296,2
376471a9,2
377a779b,19
379531e0,3
37e335dd,1
381a6863,431
38cde9cb,1
38cf0ec6,24
3a0b366d,48
3a84bf87,1
3a9560b5,1
3aea2751,381
3b3becdf,1
3d07edb2,1
3e7c040c,5
3e9e8abe,1
3ee78c6d,2
3f5ef730,4
40157a14,2
4044f4e3,4
4126019d,28
4255b383,2
42a78079,232
42c4941e,1
42d897cc,5
42d8ddfb,34
433c803b,24
43eb9f78,150
43f9bce9,8
444d80aa,6
4476f299,1
45c85aa2,5
460b442f,11
463922b0,2
466fee25,27
4748e460,22
477a9058,15
47f1c67c,12
49506445,2
49541f49,1
49e52f06,8
49ecad9d,1
4a213d66,211
4a43a794,1
4aaa1027,2
4bbc0592,3
4bc58190,2
4bff89f2,741
4c061c44,33
4c2212e6,12
4c53882c,112
4cb7878e,2
4cf67af5,2
4e9daefc,17
4f5aa43d,816
4f608355,4
4fdcf4e6,788
4ff4f138,11
5019dc94,2
50b7b6e2,14
50bfce9a,42
51eaabc3,2
523459c5,31
525102ac,3
52707f68,2
52a4a688,14
52cfd2a6,1
5308d9b1,16
5353a7c1,361
53905a34,47
53a597fb,7
53d0e719,50
53dec144,3
54c5d545,397693
54dc999d,4
558497af,20
55ad1321,1299
55fd1c7f,35
56048f19,70
56eb1779,2
56f563c6,1
580c8025,19
582e6ed7,540
585b672f,8
58be37c2,131
58e20efd,489
5952b5ff,1
5984665a,1
59e8e24c,6
5a3fd856,7
5aa287d6,126
5ac1d6b6,1
5acbeee1,4
5b005139,547
5b20a1ce,1
5b74a9a6,1
5bfb95dd,5
5c1b7f59,37
5c2401df,3
5c3b452e,1
5c45d8da,22
5c7676c9,1
5ccd2b0a,1017
5d02998e,2
5d3ee9bd,55
5d74d2a4,15532
5d76bf49,2
5dc5d64a,7
5ea07b88,5
5ecaac9e,21
5ef143ed,1
5fa99045,2
5ff82705,4
60a2173e,47
61029ba8,141
6150d9c9,3
617de117,19
61c11b00,21
6271fbcf,1
63271387,1
6458bb1f,5
6499f804,9
64d1a080,1
6545d1fb,5
6552576d,1
65a3b42e,6
65b3da91,317
66737dc5,12
66753b42,6
668e36b5,12
66a27365,5
66d892a6,13
67a33a36,1
680423bd,1
68071a60,1114
683120a9,2
69bacc6e,1
69f57e81,2502
6a12955c,54
6a330af3,147
6aa79e55,12
6ad0e72c,213
6be83c11,29
6c48351e,9
6ccc1c90,212
6cd2eb9a,124
6dbf2f13,10
6e6ef1bb,49
6f8bcb0f,5556
70542c42,145
